,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal_(Y/N),Time,Species,original_order,Continent
536,Jul,2014.0,Unprovoked,usa,California,"Oceano Dunes State Beach, San Luis Obispo County",Surf,M,27.32,N,day-morning,Unespcific,5767.0,North_America
537,Jul,2014.0,Unprovoked,usa,South Carolina,"Isle of Palms, Charleston County",Surf,M,19.0,N,afternoon,Tiger shark,5766.0,North_America
538,Jun,2014.0,Boat,st. martin,,20 miles from shore,Rare_act.,M,48.0,N,,White shark,5765.0,Unknown
539,Jun,2014.0,Unprovoked,bahamas,Abaco Islands,,Fish,M,42.0,N,afternoon,Tiger shark,5764.0,Central_America
540,Jun,2014.0,Unprovoked,australia,South Australia,"Middleton Point, Fleurieu Peninsula",Surf,M,27.32,N,afternoon,Unespcific,5763.0,Oceania
541,Jun,2014.0,Unprovoked,australia,South Australia,"Middleton Point, Fleurieu Peninsula",On_boat,M,15.0,N,afternoon,Unespcific,5762.0,Oceania
542,Jun,2014.0,Provoked,australia,Western Australia,Horizontal Falls,Rare_act.,M,27.32,N,,Lemon shark,5761.0,Oceania
543,Jun,2014.0,Unprovoked,brazil,,500 km off the coast of Pernambuco,Fish,M,43.0,N,,Unespcific,5760.0,South_America
544,Jun,2014.0,Unprovoked,usa,Delaware,"Cape Henlopen State Park, Sussex County",Seashore,M,16.0,N,afternoon,Tiger shark,5759.0,North_America
545,Jun,2014.0,Unprovoked,australia,South Australia,"Parsons Beach,  Fleurieu Peninsula",On_boat,M,39.0,N,day-morning,Lemon shark,5758.0,Oceania
546,Jun,2014.0,Unprovoked,japan,Atsumi peninsula,Aichi,Surf,M,43.0,N,afternoon,Unespcific,5757.0,Unknown
547,Jun,2014.0,Unprovoked,usa,Texas,"West Beach, Galveston",Rare_act.,F,14.0,N,afternoon,Unespcific,5756.0,North_America
548,Jun,2014.0,Unprovoked,usa,Florida,Fort Lauderdale,Swim,F,22.0,N,afternoon,Lemon shark,5755.0,North_America
549,Jun,2014.0,Unprovoked,australia,New South Wales,"Seven Mile Beach, Gerroa",Surf,M,27.32,N,day-morning,Unespcific,5754.0,Oceania
550,Jun,2014.0,Unprovoked,usa,Palmyra Atoll,,Shark_related_act.,F,37.0,N,,Tiger shark,5753.0,North_America
551,May,2014.0,Unprovoked,australia,Queensland,Nerang River near Chevron Island,Swim,F,29.0,N,,Lemon shark,5752.0,Oceania
552,May,2014.0,Unprovoked,france,Wallis and Futuna,Wallis Island,Diving,M,27.32,N,day-morning,Unespcific,5751.0,Unknown
553,May,2014.0,Provoked,australia,New South Wales,The Australian Shark and Ray Centre,Rare_act.,M,10.0,N,,Tiger shark,5750.0,Oceania
554,May,2014.0,Unprovoked,usa,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",On_boat,F,38.0,N,day-morning,Unespcific,5749.0,North_America
555,May,2014.0,Unprovoked,australia,South Australia,"Elliston, Eyre Peninsula",Surf,M,35.0,N,day-morning,White shark,5748.0,Oceania
556,,2014.0,Unprovoked,usa,Florida,"Jacksonville Beach, Duval County",Seashore,F,44.0,N,day-morning,Unespcific,5747.0,North_America
557,May,2014.0,Unprovoked,usa,Georgia,"Tybee Island, Chatham County",Surf,M,12.0,N,,Tiger shark,5746.0,North_America
558,May,2014.0,Invalid,usa,Florida,"Bethel Shoals, Indian River County",Diving,M,27.32,,,Tiger shark,5745.0,North_America
559,May,2014.0,Unprovoked,usa,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swim,F,40.0,N,afternoon,Tiger shark,5744.0,North_America
560,May,2014.0,Unprovoked,south africa,Western Cape Province,Simonstown,Diving,F,27.32,N,,Unespcific,5743.0,Africa
561,May,2014.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,23.0,N,afternoon,Unespcific,5742.0,North_America
562,Apr,2014.0,Unprovoked,australia,Western Australia,"South Passage, south of Coral Bay",Fish,M,27.32,N,,Unespcific,5741.0,Oceania
563,Apr,2014.0,Unprovoked,usa,Florida,"Cocoa Beach, Brevard  County",Swim,F,42.0,N,afternoon,Unespcific,5740.0,North_America
564,Apr,2014.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Seashore,M,25.0,N,day-morning,Unespcific,5739.0,North_America
565,Apr,2014.0,Boat,south africa,,,Rare_act.,F,27.32,N,,White shark,5738.0,Africa
566,Apr,2014.0,Provoked,south africa,Eastern Cape Province,Port Alfred,Fish,M,27.32,N,day-morning,Tiger shark,5737.0,Africa
567,Apr,2014.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,27.32,N,afternoon,Unespcific,5736.0,North_America
568,Apr,2014.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,27.32,N,afternoon,Unespcific,5735.0,North_America
569,Apr,2014.0,Unprovoked,australia,New South Wales,Tathra,Swim,F,63.0,Y,day-morning,White shark,5734.0,Oceania
570,Mar,2014.0,Invalid,australia,Western Australia,Off Dawesville Cut,Diving,M,38.0,,afternoon,Tiger shark,5733.0,Oceania
571,Mar,2014.0,Unprovoked,south africa,Eastern Cape Province,"Second Beach, Port St Johns",Swim,M,66.0,Y,afternoon,Unespcific,5732.0,Africa
572,Mar,2014.0,Unprovoked,usa,Florida,Delray Beach,Surf,M,27.32,N,,Tiger shark,5731.0,North_America
573,Mar,2014.0,Unprovoked,usa,Florida,Macarthur State Park,Surf,M,9.0,N,,Unespcific,5730.0,North_America
574,Mar,2014.0,Unprovoked,new caledonia,Baie de Sainte-Marie,,Surf,M,42.0,N,afternoon,Unespcific,5729.0,Oceania
575,Mar,2014.0,Unprovoked,australia,Victoria,Winkipop Beach,Surf,M,42.0,N,day-morning,Unespcific,5728.0,Oceania
576,Mar,2014.0,Invalid,australia,New South Wales,Lennox Head,,F,10.0,,afternoon,Tiger shark,5727.0,Oceania
577,Mar,2014.0,Unprovoked,australia,New South Wales,Lighthouse Beach,Swim,M,27.32,N,night,Unespcific,5726.0,Oceania
578,Mar,2014.0,Invalid,cayman islands,,,Fish,M,27.32,,,Lemon shark,5725.0,Unknown
579,Mar,2014.0,Unprovoked,usa,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surf,M,21.0,N,,Tiger shark,5724.0,North_America
580,Feb,2014.0,Unprovoked,french polynesia,Society Islands,Huahine,Surf,M,21.0,N,afternoon,Tiger shark,5723.0,Unknown
581,Feb,2014.0,Boat,papua new guinea,,,On_boat,M,21.0,N,night,Unespcific,5722.0,Oceania
582,Feb,2014.0,Unprovoked,australia,South Australia,"Goldsmith Beach, Yorke Peninsula",Fish,M,28.0,Y,afternoon,Unespcific,5721.0,Oceania
583,Feb,2014.0,Provoked,trinidad & tobago,Trinidad,,Fish,M,27.32,N,,Unespcific,5720.0,Unknown
584,Feb,2014.0,Unprovoked,new zealand,South Island,Porpoise Bay,Surf,M,28.0,N,night,Lemon shark,5719.0,Oceania
585,Jan,2014.0,Provoked,australia,New South Wales,Umina Beach,Fish,M,27.32,N,,Unespcific,5718.0,Oceania
586,Jan,2014.0,Unprovoked,new zealand,South Island,Garden Bay near Cosy Nook,Fish,M,24.0,N,,Lemon shark,5717.0,Oceania
587,Jan,2014.0,Sea Disaster,japan,Okinawa Prefecture,Off Miyako Island,sea disaster,M,31.0,N,,Unespcific,5716.0,Unknown
588,,2014.0,Unprovoked,usa,Hawaii,,Diving,M,27.32,N,,White shark,5715.0,North_America
589,,2014.0,Boat,new zealand,,Stewart Island,Diving,M,27.32,N,,White shark,5714.0,Oceania
590,Dec,2013.0,Unprovoked,new caledonia,North Province,"Lindéralique, Hienghène",Diving,M,37.0,N,day-morning,Tiger shark,5713.0,Oceania
591,Dec,2013.0,Unprovoked,south africa,Western Cape Province,Die Platt,Surf,M,19.0,N,day-morning,White shark,5712.0,Africa
592,Dec,2013.0,Unprovoked,kiribati,740 miles SE of Tarawa Atoll,,Fish,M,35.0,N,,Unespcific,5711.0,Unknown
593,Dec,2013.0,Unprovoked,usa,Hawaii,"Ninole Bay, Hawaii County",On_boat,M,29.0,N,day-morning,Tiger shark,5710.0,North_America
594,Dec,2013.0,Unprovoked,usa,Florida,"Cocoa Beach, Brevard  County",Surf,M,30.0,N,afternoon,Tiger shark,5709.0,North_America
595,Dec,2013.0,Unprovoked,australia,New South Wales,"Shelly Beach, near Port Macquarie",Surf,M,26.0,N,night,Tiger shark,5708.0,Oceania
596,Dec,2013.0,Unprovoked,usa,Hawaii,"Between  Makena & Molokini, Maui",Fish,M,57.0,Y,day-morning,Unespcific,5707.0,North_America
597,Nov,2013.0,Unprovoked,australia,New South Wales,"Riecks Point,  Campbells Beach, ",On_boat,M,19.0,Y,afternoon,Tiger shark,5706.0,Oceania
598,,2013.0,Unprovoked,usa,Hawaii,"Keawekapu Beach, Kihei, Maui",Diving,F,58.0,N,afternoon,Unespcific,5705.0,North_America
599,Nov,2013.0,Unprovoked,australia,Western Australia,Gracetown,Surf,M,35.0,Y,day-morning,White shark,5704.0,Oceania
600,Nov,2013.0,Unprovoked,usa,Oregon,"Gleneden Beach, Lincoln County",Surf,M,25.0,N,day-morning,White shark,5703.0,North_America
601,Nov,2013.0,Unprovoked,australia,Western Australia,"Trigg Beach, Perth",Surf,M,27.32,N,afternoon,White shark,5702.0,Oceania
602,Nov,2013.0,Provoked,bahamas,,Off Cape Eleuthera,Fish,M,77.0,N,day-morning,Unespcific,5701.0,Central_America
603,Nov,2013.0,Unprovoked,usa,New Jersey,"Bay Head, Ocean County",On_boat,M,16.0,N,afternoon,Unespcific,5700.0,North_America
604,Nov,2013.0,Unprovoked,usa,Florida,"Floridana Beach, Brevard County",Surf,M,27.32,N,,Unespcific,5699.0,North_America
605,Oct,2013.0,Unprovoked,usa,Hawaii,"Kanaha Beach, Maui",On_boat,M,46.0,N,afternoon,Tiger shark,5698.0,North_America
606,Oct,2013.0,Unprovoked,australia,Western Australia,Turquoise Bay,Diving,F,60.0,N,afternoon,Tiger shark,5697.0,Oceania
607,Oct,2013.0,Unprovoked,reunion,dÉtang-Salé,Ravine Mula,On_boat,M,24.0,N,afternoon,Tiger shark,5696.0,Africa
608,Oct,2013.0,Unprovoked,australia,Western Australia,"Little Island, near Hillarys",Fish,M,27.32,N,day-morning,White shark,5695.0,Oceania
609,Oct,2013.0,Unprovoked,australia,New South Wales,South Narrabeen Beach,Surf,M,41.0,N,night,Unespcific,5694.0,Oceania
610,Oct,2013.0,Unprovoked,usa,Hawaii,"Waiehu, Maui",Diving,M,45.0,N,afternoon,White shark,5693.0,North_America
611,Oct,2013.0,Unprovoked,usa,Hawaii,"Pila'a Beach, Kaua'i",Surf,M,25.0,N,day-morning,Tiger shark,5692.0,North_America
612,Oct,2013.0,Unprovoked,usa,Florida,Miami Beach,Seashore,M,6.0,N,afternoon,Unespcific,5691.0,North_America
613,Oct,2013.0,Unprovoked,south africa,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swim,M,74.0,Y,day-morning,White shark,5690.0,Africa
614,Oct,2013.0,Unprovoked,australia,Western Australia,"Off Poison Creek, Cape Arid",Diving,M,55.0,N,day-morning,White shark,5689.0,Oceania
615,Oct,2013.0,Unprovoked,usa,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surf,M,45.0,N,day-morning,White shark,5688.0,North_America
616,Oct,2013.0,Unprovoked,usa,Florida,"Destin, Okaloosa County",Seashore,M,12.0,N,afternoon,Lemon shark,5687.0,North_America
617,Sep,2013.0,Unprovoked,usa,Florida,"Melbourne Beach, Brevard County",Surf,M,50.0,N,day-morning,Unespcific,5686.0,North_America
618,Sep,2013.0,Unprovoked,israel,Southern District,Ashdod,Diving,M,27.0,N,day-morning,Unespcific,5685.0,Unknown
619,Sep,2013.0,Unprovoked,usa,Florida,"Panama City, Bay County",Seashore,M,7.0,N,day-morning,Unespcific,5684.0,North_America
620,Sep,2013.0,Unprovoked,usa,Florida,"Ormond Beach, Volusia County",Swim,M,45.0,N,afternoon,Unespcific,5683.0,North_America
621,Sep,2013.0,Unprovoked,usa,Florida,"Carlin Park, Jupiter, Palm Beach County",Surf,M,27.32,N,day-morning,Unespcific,5682.0,North_America
622,Sep,2013.0,Unprovoked,usa,Florida,"Casino Beach, Pensacola, Escambia County",Swim,M,21.0,N,afternoon,Lemon shark,5681.0,North_America
623,Sep,2013.0,Unprovoked,usa,Florida,"New Smyrna Beach,  Volusia County",Surf,F,13.0,N,afternoon,Unespcific,5680.0,North_America
624,Sep,2013.0,Unprovoked,usa,South Carolina,"St. Helena Island, Beaufort County",,F,27.32,,,Unespcific,5679.0,North_America
625,Sep,2013.0,Provoked,usa,Florida,"New Smyrna Beach,  Volusia County",Surf,M,43.0,N,afternoon,Unespcific,5678.0,North_America
626,Sep,2013.0,Unprovoked,usa,Florida,"New Smyrna Beach,  Volusia County",Seashore,M,25.0,N,afternoon,Unespcific,5677.0,North_America
627,Sep,2013.0,Unprovoked,usa,Florida,"Ormond Beach, Volusia County",Swim,M,17.0,N,afternoon,Unespcific,5676.0,North_America
628,Sep,2013.0,Provoked,usa,Florida,Key West Aquarium,,M,3.0,N,,Unespcific,5675.0,North_America
629,Sep,2013.0,Unprovoked,bahamas,,,,M,27.32,N,,Unespcific,5674.0,Central_America
630,Sep,2013.0,Unprovoked,usa,Florida,"St Augustine Beach, St Johns County",Rare_act.,M,9.0,N,afternoon,Unespcific,5673.0,North_America
631,Aug,2013.0,Unprovoked,bahamas,,Freetown Beach,Fish,M,27.32,N,,Tiger shark,5672.0,Central_America
632,Aug,2013.0,Unprovoked,usa,California,"Butterfly Beach, Montecito, Santa Barbara County",Swim,M,27.32,N,night,Lemon shark,5671.0,North_America
633,Aug,2013.0,Invalid,usa,California,Catalina Channel,Swim,F,47.0,,,Tiger shark,5670.0,North_America
634,Aug,2013.0,Provoked,france,Bay of Biscay,,Fish,M,50.0,N,night,Unespcific,5669.0,Unknown
635,Aug,2013.0,Unprovoked,usa,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",On_boat,F,11.0,N,afternoon,Unespcific,5668.0,North_America
636,Aug,2013.0,Unprovoked,australia,New South Wales,Smiths,Rare_act.,M,27.32,N,afternoon,Unespcific,5667.0,Oceania
637,Aug,2013.0,Unprovoked,usa,Hawaii,Pohoiki ,Surf,M,16.0,N,afternoon,Unespcific,5666.0,North_America
638,Aug,2013.0,Unprovoked,usa,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surf,F,27.32,N,afternoon,White shark,5665.0,North_America
639,Aug,2013.0,Unprovoked,usa,Hawaii,"Makenat, Maui",Diving,F,20.0,Y,afternoon,Tiger shark,5664.0,North_America
640,Aug,2013.0,Unprovoked,usa,Hawaii,"Ka'a Point, Maui",On_boat,F,19.0,N,afternoon,Unespcific,5663.0,North_America
641,Aug,2013.0,Unprovoked,usa,South Carolina,Folly Beach,Surf,M,10.0,N,afternoon,Lemon shark,5662.0,North_America
642,Aug,2013.0,Unprovoked,south africa,,,Rare_act.,M,27.32,N,,Tiger shark,5661.0,Africa
643,Aug,2013.0,Unprovoked,usa,Florida,"Sanibel Island, Lee County",Fish,M,17.0,N,afternoon,Tiger shark,5660.0,North_America
644,Jul,2013.0,Unprovoked,usa,Hawaii,"Ulua Beach, Maui",Diving,F,56.0,N,day-morning,Unespcific,5659.0,North_America
645,Jul,2013.0,Unprovoked,usa,South Carolina,"Isle of Palms, Charleston County",Swim,M,32.0,N,,Unespcific,5658.0,North_America
646,Jul,2013.0,Unprovoked,bahamas,Abaco Islands,Scotland Cay,Fish,M,40.0,N,afternoon,Unespcific,5657.0,Central_America
647,Jul,2013.0,Unprovoked,mexico,Quintana Roo,,Seashore,F,27.32,N,day-morning,Unespcific,5656.0,Central_America
648,Jul,2013.0,Unprovoked,usa,Hawaii,"White Plains Beach, Oahu",Surf,M,18.0,N,afternoon,Tiger shark,5655.0,North_America
649,Jul,2013.0,Unprovoked,bahamas,Exuma Islands,Compass Cay,Fish,M,64.0,N,afternoon,Unespcific,5654.0,Central_America
650,Jul,2013.0,Unprovoked,bahamas,Abaco Islands,Grand Cay,Diving,M,50.0,N,day-morning,Unespcific,5653.0,Central_America
651,Jul,2013.0,Unprovoked,brazil,Pernambuco,"Boa Viagem Beach, Recife",Swim,F,18.0,Y,afternoon,Unespcific,5652.0,South_America
652,Jul,2013.0,Unprovoked,usa,Alabama,"Gulf Shores, Baldwin County",Surf,F,50.0,N,afternoon,Unespcific,5651.0,North_America
653,Jul,2013.0,Unprovoked,usa,Florida,"Butler Beach, St Augustine,       St. Johns County",Swim,M,27.32,N,,Unespcific,5650.0,North_America
654,Jul,2013.0,Unprovoked,reunion,Saint-Paul,Le cimetière marin,Swim,F,15.0,Y,afternoon,Unespcific,5649.0,Africa
655,Jul,2013.0,Unprovoked,diego garcia,,,Swim,M,33.0,Y,,Unespcific,5648.0,Unknown
656,Jul,2013.0,Unprovoked,usa,North Carolina,Holden Beach. Brunswick County,Seashore,F,63.0,N,afternoon,Unespcific,5647.0,North_America
657,Jul,2013.0,Invalid,spain,Catalonia,"Sant Marti dEmpuries Beach, LEscala",Swim,M,48.0,,,Tiger shark,5646.0,Unknown
658,Jul,2013.0,Unprovoked,australia,Victoria,"Flinders, Mornington Penisula",Surf,M,29.0,N,,Unespcific,5645.0,Oceania
659,Jun,2013.0,Unprovoked,taiwan,Taitung ,,Fish,M,27.32,N,,Unespcific,5644.0,Unknown
660,Jun,2013.0,Invalid,jamaica,Kingston Parish,Port Royal,,M,20.0,,,Tiger shark,5643.0,Unknown
661,Jun,2013.0,Boat,usa,California,"Pacific State , San Mateo County",Fish,M,27.32,N,afternoon,White shark,5642.0,North_America
662,Jun,2013.0,Unprovoked,usa,Florida,"Jacksonville, Duval County",Swim,M,27.32,N,,Lemon shark,5641.0,North_America
663,Jun,2013.0,Unprovoked,usa,South Carolina,"Kiawah Island, Charleston County",Swim,M,14.0,N,afternoon,Tiger shark,5640.0,North_America
664,Jun,2013.0,Unprovoked,usa,Hawaii,Kona Coast State Park,Swim,M,28.0,N,afternoon,Tiger shark,5639.0,North_America
665,Jun,2013.0,Unprovoked,usa,Texas,"Surfside Beach, Brazoria County",Swim,M,15.0,N,afternoon,Unespcific,5638.0,North_America
666,Jun,2013.0,Unprovoked,south africa,Eastern Cape Province,Queensberry Bay,Surf,M,27.32,N,day-morning,Unespcific,5637.0,Africa
667,Jun,2013.0,Unprovoked,usa,Florida,"Atlantic Beach, Duval County",Surf,F,27.32,N,,Unespcific,5636.0,North_America
668,Jun,2013.0,Unprovoked,usa,South Carolina,"Myrtle Beach, Horry County",On_boat,F,10.0,N,afternoon,Tiger shark,5635.0,North_America
669,Jun,2013.0,Provoked,usa,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fish,M,58.0,N,,Lemon shark,5634.0,North_America
670,Jun,2013.0,Unprovoked,australia,New South Wales,Target Beach,Surf,M,27.32,N,afternoon,Unespcific,5633.0,Oceania
671,May,2013.0,Unprovoked,usa,Hawaii,"Halewia, Oahu",Diving,M,32.0,N,,Lemon shark,5632.0,North_America
672,May,2013.0,Unprovoked,usa,Florida,"Ormond Beach, Volusia County",Swim,M,11.0,N,afternoon,Unespcific,5631.0,North_America
673,May,2013.0,Unprovoked,brazil,Pernambuco,Coral Cove Beach,,M,41.0,Y,,Unespcific,5630.0,South_America
674,May,2013.0,Provoked,palestinian territories,,Gaza,Fish,M,30.0,N,night,Unespcific,5629.0,Unknown
675,May,2013.0,Unprovoked,ecuador,Santa Cruz Island,"Playa Brava, Turtle Bay",Surf,M,29.0,N,afternoon,Lemon shark,5628.0,Unknown
676,May,2013.0,Invalid,usa,California,"Tourmaline Surf Park, San Diego County",Surf,M,42.0,,,Lemon shark,5627.0,North_America
677,May,2013.0,Unprovoked,reunion,Saint-Gilles,Brisant Beach,On_boat,M,36.0,Y,day-morning,Lemon shark,5626.0,Africa
678,May,2013.0,Unprovoked,usa,Florida,"Melbourne Beach, Brevard County",Surf,M,16.0,N,day-morning,Lemon shark,5625.0,North_America
679,Apr,2013.0,Provoked,australia,New South Wales,Emerald Beach,Fish,M,27.32,N,,Unespcific,5624.0,Oceania
680,Apr,2013.0,Unprovoked,mexico,Quintana Roo,"Seagull Beach, Cancun",Swim,F,34.0,N,afternoon,Tiger shark,5623.0,Central_America
681,Apr,2013.0,Unprovoked,australia,New South Wales,Crowdy Head,Fish,M,51.0,N,afternoon,Grey shark,5622.0,Oceania
682,Apr,2013.0,Unprovoked,usa,Florida,"Near Boynton Beach, Palm Beach County",Surf,M,9.0,N,day-morning,Unespcific,5621.0,North_America
683,Apr,2013.0,Unprovoked,south africa,Western Cape Province,False Bay,Diving,M,27.32,N,,Lemon shark,5620.0,Africa
684,Apr,2013.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,21.0,N,afternoon,Lemon shark,5619.0,North_America
685,Apr,2013.0,Unprovoked,guam,,,,M,40.0,Y,,Unespcific,5618.0,Unknown
686,Apr,2013.0,Unprovoked,french polynesia,Tuamotus,"North Pass, Fakarava",On_boat,M,53.0,N,afternoon,Tiger shark,5617.0,Unknown
687,Apr,2013.0,Unprovoked,usa,Florida,"Jensen Beach, Martin County ",Swim,M,50.0,N,,Unespcific,5616.0,North_America
688,Apr,2013.0,Invalid,australia,Western Australia,Perth,,M,24.0,,,Tiger shark,5615.0,Oceania
689,Apr,2013.0,Unprovoked,usa,Hawaii,Kaanapali Shores,Surf,M,58.0,N,day-morning,Unespcific,5614.0,North_America
690,Mar,2013.0,Invalid,australia,New South Wales,Terrigal Beach,Surf,M,47.0,,,Tiger shark,5613.0,Oceania
691,Mar,2013.0,Unprovoked,seychelles,,Ile Platte,Diving,M,34.0,N,,Unespcific,5612.0,Unknown
692,Mar,2013.0,Unprovoked,belize,,,Diving,F,27.32,N,,Unespcific,5611.0,Unknown
693,Mar,2013.0,Unprovoked,bahamas,Eleuthera,Savannah Sound,Fish,M,50.0,N,,Unespcific,5610.0,Central_America
694,Mar,2013.0,Provoked,south africa,Western Cape Province,De Mond,Fish,M,30.0,N,day-morning,Tiger shark,5609.0,Africa
695,Mar,2013.0,Unprovoked,south africa,Western Cape Province,Hawston Beach,Surf,M,27.32,N,,Unespcific,5608.0,Africa
696,Mar,2013.0,Unprovoked,jamaica,St. Catherine,Pillikin Red Light area ,Fish,M,68.0,Y,day-morning,Tiger shark,5607.0,Unknown
697,Mar,2013.0,Unprovoked,australia,Western Australia,African Reef off Geraldton,Fish,M,28.0,N,day-morning,Lemon shark,5606.0,Oceania
698,Mar,2013.0,Unprovoked,philippines,Palawan,Off Likas Island,Swim,M,28.0,N,,Lemon shark,5605.0,Asia
699,Mar,2013.0,Unprovoked,south africa,Eastern Cape Province,Port St. John's,Swim,M,39.0,N,,Unespcific,5604.0,Africa
700,Feb,2013.0,Unprovoked,new zealand,North Island,Muriwai,Swim,M,46.0,Y,afternoon,White shark,5603.0,Oceania
701,Feb,2013.0,Unprovoked,usa,Hawaii,"Ka'anapali, Honokowai, Maui",Surf,M,27.32,N,night,Unespcific,5602.0,North_America
702,Feb,2013.0,Unprovoked,usa,Hawaii,"Paia Bay, Maui",Surf,M,27.32,N,night,Unespcific,5601.0,North_America
703,Feb,2013.0,Unprovoked,usa,Florida,"""Stuart Rocks"", Martin County",Surf,M,16.0,N,afternoon,Tiger shark,5600.0,North_America
704,Feb,2013.0,Unprovoked,french polynesia,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Diving,M,48.0,N,day-morning,Lemon shark,5599.0,Unknown
705,Feb,2013.0,Unprovoked,jamaica,Kingston Parish,Pedro Cays,,M,18.0,N,,Unespcific,5598.0,Unknown
706,Jan,2013.0,Boat,australia,Victoria,Cape Nelson,Fish,M,27.32,N,,White shark,5597.0,Oceania
707,Jan,2013.0,Unprovoked,australia,Queensland,Noosa,Surf,M,27.32,N,,Unespcific,5596.0,Oceania
708,Jan,2013.0,Invalid,australia,Queensland,Bullcock Beach,Rare_act.,M,62.0,,,Unespcific,5595.0,Oceania
709,Jan,2013.0,Unprovoked,usa,Hawaii,Kiholo Bay,Surf,M,43.0,N,afternoon,Tiger shark,5594.0,North_America
710,Jan,2013.0,Unprovoked,new zealand,Mercury Islands,Great Mercury Island,Fish,M,27.32,N,,Lemon shark,5593.0,Oceania
711,Jan,2013.0,Unprovoked,australia,Western Australia,Near Legendre Island,Fish,M,26.0,N,day-morning,Unespcific,5592.0,Oceania
712,Dec,2012.0,Unprovoked,usa,Florida,"Jensen Beach, Martin County ",Swim,M,27.32,N,afternoon,Unespcific,5591.0,North_America
713,Dec,2012.0,Unprovoked,australia,New South Wales,Between Dee Why and Long Reef,Surf,M,23.0,N,afternoon,Unespcific,5590.0,Oceania
714,Dec,2012.0,Unprovoked,australia,New South Wales,"Kylie's Beach, Diamond Head",On_boat,M,29.0,N,day-morning,Lemon shark,5589.0,Oceania
715,Dec,2012.0,Unprovoked,south africa,Eastern Cape Province,Port St. John's,Swim,M,20.0,Y,,Tiger shark,5588.0,Africa
716,Dec,2012.0,Unprovoked,australia,Western Australia,Trigg Beach,Surf,M,32.0,N,day-morning,Tiger shark,5587.0,Oceania
717,Dec,2012.0,Unprovoked,usa,Hawaii,Kauai,Surf,M,60.0,N,afternoon,Unespcific,5586.0,North_America
718,Dec,2012.0,Unprovoked,australia,New South Wales,Green Island,Fish,M,31.0,N,afternoon,Tiger shark,5585.0,Oceania
719,,2012.0,Unprovoked,new zealand,South Island,"Sunday Cove, Fiordland",Diving,F,25.0,N,,Lemon shark,5584.0,Oceania
720,Nov,2012.0,Unprovoked,usa,Hawaii,"Kihei, Maui",Diving,M,61.0,N,day-morning,Tiger shark,5583.0,North_America
721,Nov,2012.0,Invalid,australia,Queensland,Mooloolaba,,M,20.0,,afternoon,Tiger shark,5582.0,Oceania
722,Nov,2012.0,Unprovoked,mexico,Sinaloa,Nuevo Altata,Swim,M,32.0,Y,day-morning,Unespcific,5581.0,Central_America
723,Nov,2012.0,Unprovoked,usa,Florida,"Melbourne Beach, Brevard County",Surf,M,14.0,N,afternoon,Tiger shark,5580.0,North_America
724,Nov,2012.0,Unprovoked,usa,Hawaii,"Makena Landing, Maui",Diving,M,30.0,N,day-morning,Tiger shark,5579.0,North_America
725,Nov,2012.0,Unprovoked,usa,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Surf,M,43.0,N,day-morning,Tiger shark,5578.0,North_America
726,Oct,2012.0,Unprovoked,usa,California,"Humboldt Bay, Eureka, Humboldt County",Surf,M,25.0,N,afternoon,White shark,5577.0,North_America
727,Oct,2012.0,Unprovoked,usa,Hawaii,"Makena Landing, Maui",Swim,F,51.0,N,afternoon,Tiger shark,5576.0,North_America
728,Oct,2012.0,Unprovoked,usa,California,"Surf Beach, Lompoc, Santa Barbara County",Surf,M,39.0,Y,day-morning,White shark,5575.0,North_America
729,Oct,2012.0,Unprovoked,usa,Florida,"Seaport, Brevard County",,F,35.0,N,,Unespcific,5574.0,North_America
730,Oct,2012.0,Unprovoked,usa,Florida,"Ponce Inlet, Volusia County",Surf,M,24.0,N,day-morning,Unespcific,5573.0,North_America
731,Oct,2012.0,Unprovoked,usa,Hawaii,"Kanaha Beach, Maui",On_boat,M,55.0,N,day-morning,Tiger shark,5572.0,North_America
732,Oct,2012.0,Invalid,usa,Florida,Hobe Sound,,M,27.32,,afternoon,Tiger shark,5571.0,North_America
733,Oct,2012.0,Unprovoked,nigeria,Delta,Oboro,Swim,F,38.0,N,,Unespcific,5570.0,Unknown
734,Oct,2012.0,Unprovoked,usa,California,"Davenport Landing, Santa Cruz County",Surf,M,42.0,N,night,Unespcific,5569.0,North_America
735,Oct,2012.0,Unprovoked,australia,Western Australia,"Mullaloo Beach, Perth",On_boat,M,11.0,N,afternoon,Unespcific,5568.0,Oceania
